TimeT,AccT,VelT,PosT
18917,0.841249047619048,-0.78517,0.157034
18922,-3.08460095238095,0,0
18926,-3.08460095238095,0,0
18931,-3.08460095238095,0,0.1962925
18935,-3.08460095238095,0.78517,-0.157034
18940,0.841249047619048,0,0
18944,0.841249047619048,0,0
18949,0.841249047619048,0,0
18953,0.841249047619048,0,0.0981465
18957,0.841249047619048,0.392586,-0.0785172
18962,2.80417904761905,0,0
18966,2.80417904761905,0,0
18971,2.80417904761905,0,-0.1472195
18975,2.80417904761905,-0.588878,0.1177756
18980,-0.140210952380951,0,0
18984,-0.140210952380951,0,0
18989,-0.140210952380951,0,0
18993,-0.140210952380951,0,0
18998,-0.140210952380951,0,0
19002,-0.140210952380951,0,0
19007,-0.140210952380951,0,0
19011,-0.140210952380951,0,0.343512
19016,-0.140210952380951,1.71756,-0.42939
19020,6.73002904761905,0,0
19025,6.73002904761905,0,0
19029,6.73002904761905,0,0
19034,6.73002904761905,0,0.0490730000000001
19038,6.73002904761905,0.196292,-0.0392584000000001
19043,7.71148904761905,0,0
19047,7.71148904761905,0,0
19052,7.71148904761905,0,-0.1962925
19056,7.71148904761905,-0.78517,0.157034
19061,3.78563904761905,0,0
19065,3.78563904761905,0,0
19070,3.78563904761905,0,0
19074,3.78563904761905,0,0.1962925
19079,3.78563904761905,0.9814625,-0.245365625
19083,7.71148904761905,0,0
19088,7.71148904761905,0,0
19092,7.71148904761905,0,-0.1962925
19096,7.71148904761905,-0.78517,0.157034
19101,3.78563904761905,0,0
19105,3.78563904761905,0,0
19110,3.78563904761905,0,0
19114,3.78563904761905,0,-0.5398045
19119,3.78563904761905,-2.6990225,0.674755625
19123,-7.01045095238095,0,0
19128,-7.01045095238095,0,0
19132,-7.01045095238095,0,-0.2453655
19137,-7.01045095238095,-1.2268275,0.306706875
19141,-11.917760952381,0,0
19146,-11.917760952381,0,0
19150,-11.917760952381,0,0
19155,-11.917760952381,0,0.1962925
19159,-11.917760952381,0.78517,-0.157034
19164,-7.99191095238095,0,0
19168,-7.99191095238095,0,0
19173,-7.99191095238095,0,0.1962925
19177,-7.99191095238095,0.78517,-0.157034
19182,-4.06606095238095,0,0
19186,-4.06606095238095,0,0
19191,-4.06606095238095,0,0
19195,-4.06606095238095,0,0.1962925
19200,-4.06606095238095,0.9814625,-0.245365625
19204,-0.140210952380951,0,0
19209,-0.140210952380951,0,0
19213,-0.140210952380951,0,-0.098146
19218,-0.140210952380951,-0.49073,0.1226825
19222,-2.10313095238095,0,0
19227,-2.10313095238095,0,0
19231,-2.10313095238095,0,0
19236,-2.10313095238095,0,0.306706875
19240,-2.10313095238095,1.2268275,-0.306706875
19244,2.80417904761905,0,0
19249,2.80417904761905,0,0
19253,2.80417904761905,0,-0.2453655
19258,2.80417904761905,-1.2268275,0.306706875
19262,-2.10313095238095,0,0
19267,-2.10313095238095,0,0
19271,-2.10313095238095,0,0
19276,-2.10313095238095,0,-0.245366
19280,-2.10313095238095,-0.981464,0.1962928
19285,-7.01045095238095,0,0
19289,-7.01045095238095,0,0
19294,-7.01045095238095,0,0.0490735
19298,-7.01045095238095,0.196294,-0.0392588
19303,-6.02898095238095,0,0
19307,-6.02898095238095,0,0
19312,-6.02898095238095,0,0
19316,-6.02898095238095,0,-0.0981465
19321,-6.02898095238095,-0.4907325,0.122683125
19325,-7.99191095238095,0,0
19330,-7.99191095238095,0,0
19334,-7.99191095238095,0,0.1472195
19339,-7.99191095238095,0.7360975,-0.184024375
19343,-5.04752095238095,0,0
19348,-5.04752095238095,0,0
19352,-5.04752095238095,0,0
19357,-5.04752095238095,0,0.098146
19361,-5.04752095238095,0.392584,-0.0785168
19366,-3.08460095238095,0,0
19370,-3.08460095238095,0,0
19375,-3.08460095238095,0,0.184024375
19379,-3.08460095238095,0.7360975,-0.184024375
19383,-0.140210952380951,0,0
19388,-0.140210952380951,0,0
19392,-0.140210952380951,0,0
19397,-0.140210952380951,0,0.1472195
19401,-0.140210952380951,0.588878,-0.1177756
19406,2.80417904761905,0,0
19410,2.80417904761905,0,0
19415,2.80417904761905,0,0.1472195
19419,2.80417904761905,0.588878,-0.1177756
19424,5.74856904761905,0,0
19428,5.74856904761905,0,0
19433,5.74856904761905,0,0
19437,5.74856904761905,0,-0.0981465
19442,5.74856904761905,-0.4907325,0.122683125
19446,3.78563904761905,0,0
19451,3.78563904761905,0,0
19455,3.78563904761905,0,0.0490729999999999
19460,3.78563904761905,0.245365,-0.0613412499999999
19464,4.76709904761905,0,0
19469,4.76709904761905,0,0
19473,4.76709904761905,0,0
19478,4.76709904761905,0,-0.0490729999999999
19482,4.76709904761905,-0.196292,0.0392583999999999
19487,3.78563904761905,0,0
19491,3.78563904761905,0,0
19496,3.78563904761905,0,0
19500,3.78563904761905,0,0
19505,3.78563904761905,0,0
19509,3.78563904761905,0,0
19514,3.78563904761905,0,0
19518,3.78563904761905,0,0.0490729999999999
19523,3.78563904761905,0.245365,-0.0613412499999999
19527,4.76709904761905,0,0
19531,4.76709904761905,0,0
19536,4.76709904761905,0,-0.1962925
19540,4.76709904761905,-0.78517,0.157034
19545,0.841249047619048,0,0
19549,0.841249047619048,0,0
19554,0.841249047619048,0,0
19558,0.841249047619048,0,-0.2944385
19563,0.841249047619048,-1.4721925,0.368048125
19567,-5.04752095238095,0,0
19572,-5.04752095238095,0,0
19576,-5.04752095238095,0,0.049073
19581,-5.04752095238095,0.245365,-0.06134125
19585,-4.06606095238095,0,0
19590,-4.06606095238095,0,0
19594,-4.06606095238095,0,0
19599,-4.06606095238095,0,0.0981465
19603,-4.06606095238095,0.392586,-0.0785172
19608,-2.10313095238095,0,0
19612,-2.10313095238095,0,0
19617,-2.10313095238095,0,0.78517
19621,-2.10313095238095,3.14068,-0.628136
19626,13.600269047619,0,0
19630,13.600269047619,0,0
19635,13.600269047619,0,0
19639,13.600269047619,0,0
19644,13.600269047619,0,0
19648,13.600269047619,0,0
19653,13.600269047619,0,0
19657,13.600269047619,0,-0.392585
19662,13.600269047619,-1.962925,0.49073125
19666,5.74856904761905,0,0
19671,5.74856904761905,0,0
19675,5.74856904761905,0,0
19679,5.74856904761905,0,-0.1472195
19684,5.74856904761905,-0.736097500000001,0.184024375
19688,2.80417904761905,0,0
19693,2.80417904761905,0,0
19697,2.80417904761905,0,0.0490730000000001
19702,2.80417904761905,0.245365,-0.0613412500000001
19706,3.78563904761905,0,0
19711,3.78563904761905,0,0
19715,3.78563904761905,0,0
19720,3.78563904761905,0,-0.098146
19724,3.78563904761905,-0.392584,0.0785168
19729,1.82271904761905,0,0
19733,1.82271904761905,0,0
19738,1.82271904761905,0,0.2453655
19742,1.82271904761905,0.981462,-0.1962924
19747,6.73002904761905,0,0
19751,6.73002904761905,0,0
19756,6.73002904761905,0,0
19760,6.73002904761905,0,0.0490730000000001
19765,6.73002904761905,0.245365,-0.0613412500000001
19769,7.71148904761905,0,-0
19774,7.71148904761905,-0,-0
0,7.71148904761905,0,-0.098146
5,7.71148904761905,-0.49073,0.1226825
9,5.74856904761905,0,0
14,5.74856904761905,0,0
18,5.74856904761905,0,0
23,5.74856904761905,0,-0.1962925
27,5.74856904761905,-0.78517,0.157034
32,1.82271904761905,0,0
36,1.82271904761905,0,0
40,1.82271904761905,0,-0.0490735000000001
45,1.82271904761905,-0.2453675,0.0613418750000001
49,0.841249047619048,0,0
54,0.841249047619048,0,0
58,0.841249047619048,0,0
63,0.841249047619048,0,-0.1962925
67,0.841249047619048,-0.78517,0.157034
72,-3.08460095238095,0,0
76,-3.08460095238095,0,0
81,-3.08460095238095,0,0
85,-3.08460095238095,0,0
90,-3.08460095238095,0,0
94,-3.08460095238095,0,0
99,-3.08460095238095,0,0
103,-3.08460095238095,0,-0.098146
108,-3.08460095238095,-0.49073,0.1226825
112,-5.04752095238095,0,0
117,-5.04752095238095,0,0
121,-5.04752095238095,0,-0.441658
126,-5.04752095238095,-2.20829,0.5520725
130,-13.880680952381,0,0
135,-13.880680952381,0,0
139,-13.880680952381,0,0
144,-13.880680952381,0,0
148,-13.880680952381,0,0
153,-13.880680952381,0,0
157,-13.880680952381,0,0
162,-13.880680952381,0,0
166,-13.880680952381,0,0.392585
171,-13.880680952381,1.962925,-0.49073125
175,-6.02898095238095,0,0
179,-6.02898095238095,0,0
184,-6.02898095238095,0,0.098146
188,-6.02898095238095,0.392584,-0.0785168
193,-4.06606095238095,0,0
197,-4.06606095238095,0,0
202,-4.06606095238095,0,0
206,-4.06606095238095,0,-0.098146
211,-4.06606095238095,-0.49073,0.1226825
215,-6.02898095238095,0,0
220,-6.02898095238095,0,0
224,-6.02898095238095,0,0.5888775
229,-6.02898095238095,2.9443875,-0.736096875
233,5.74856904761905,0,0
238,5.74856904761905,0,0
242,5.74856904761905,0,0
247,5.74856904761905,0,0.2453655
251,5.74856904761905,0.981462,-0.1962924
256,10.655879047619,0,0
260,10.655879047619,0,0
265,10.655879047619,0,0.1962925
269,10.655879047619,0.78517,-0.157034
274,14.581729047619,0,0
278,14.581729047619,0,0
283,14.581729047619,0,0
287,14.581729047619,0,-0.343512
292,14.581729047619,-1.71756,0.42939
296,7.71148904761905,0,0
301,7.71148904761905,0,0
305,7.71148904761905,0,-0.1962925
310,7.71148904761905,-0.9814625,0.245365625
314,3.78563904761905,0,0
319,3.78563904761905,0,0
323,3.78563904761905,0,0
327,3.78563904761905,0,-0.0490730000000001
332,3.78563904761905,-0.245365,0.0613412500000001
336,2.80417904761905,0,0
341,2.80417904761905,0,0
345,2.80417904761905,0,-0.2453655
350,2.80417904761905,-1.2268275,0.306706875
354,-2.10313095238095,0,0
359,-2.10313095238095,0,0
363,-2.10313095238095,0,0
368,-2.10313095238095,0,0.147219
372,-2.10313095238095,0.588876,-0.1177752
377,0.841249047619048,0,0
381,0.841249047619048,0,0
386,0.841249047619048,0,-0.392585
390,0.841249047619048,-1.57034,0.314068
395,-7.01045095238095,0,0
399,-7.01045095238095,0,0
404,-7.01045095238095,0,0
408,-7.01045095238095,0,0.245366
413,-7.01045095238095,1.22683,-0.3067075
417,-2.10313095238095,0,0
422,-2.10313095238095,0,0
426,-2.10313095238095,0,0.049073
431,-2.10313095238095,0.245365,-0.06134125
435,-1.12167095238095,0,0
440,-1.12167095238095,0,0
444,-1.12167095238095,0,0
449,-1.12167095238095,0,0.0981459999999999
453,-1.12167095238095,0.392584,-0.0785167999999999
458,0.841249047619048,0,0
462,0.841249047619048,0,0
466,0.841249047619048,0,0.1472195
471,0.841249047619048,0.736097500000001,-0.184024375
475,3.78563904761905,0,0
480,3.78563904761905,0,0
484,3.78563904761905,0,0
489,3.78563904761905,0,-0.1472195
493,3.78563904761905,-0.588878,0.1177756
498,0.841249047619048,0,0
502,0.841249047619048,0,0
507,0.841249047619048,0,-0.2453655
511,0.841249047619048,-0.981462,0.1962924
516,-4.06606095238095,0,0
520,-4.06606095238095,0,0
525,-4.06606095238095,0,0
529,-4.06606095238095,0,0.049073
534,-4.06606095238095,0.245365,-0.06134125
538,-3.08460095238095,0,0
543,-3.08460095238095,0,0
547,-3.08460095238095,0,0.294439
552,-3.08460095238095,1.472195,-0.36804875
556,2.80417904761905,0,0
561,2.80417904761905,0,0
565,2.80417904761905,0,0
570,2.80417904761905,0,0.2453655
574,2.80417904761905,0.981462000000001,-0.1962924
579,7.71148904761905,0,0
583,7.71148904761905,0,0
588,7.71148904761905,0,-0.2944385
592,7.71148904761905,-1.177754,0.2355508
597,1.82271904761905,0,0
601,1.82271904761905,0,0
605,1.82271904761905,0,0
610,1.82271904761905,0,0.1962925
614,1.82271904761905,0.78517,-0.157034
619,5.74856904761905,0,0
623,5.74856904761905,0,0
628,5.74856904761905,0,0.0490729999999999
632,5.74856904761905,0.196292,-0.0392583999999999
637,6.73002904761905,0,0
641,6.73002904761905,0,0
646,6.73002904761905,0,0
650,6.73002904761905,0,-0.5398045
655,6.73002904761905,-2.6990225,0.674755625
659,-4.06606095238095,0,0
664,-4.06606095238095,0,0
668,-4.06606095238095,0,0.1472195
673,-4.06606095238095,0.7360975,-0.184024375
677,-1.12167095238095,0,0
682,-1.12167095238095,0,0
686,-1.12167095238095,0,0
691,-1.12167095238095,0,0.0981459999999999
695,-1.12167095238095,0.392584,-0.0785167999999999
700,0.841249047619048,0,0
704,0.841249047619048,0,0
709,0.841249047619048,0,0.0490735000000001
713,0.841249047619048,0.196294,-0.0392588000000001
718,1.82271904761905,0,0
722,1.82271904761905,0,0
727,1.82271904761905,0,0
731,1.82271904761905,0,0.2453655
736,1.82271904761905,1.2268275,-0.306706875
740,6.73002904761905,0,0
744,6.73002904761905,0,0
749,6.73002904761905,0,-0.343512
753,6.73002904761905,-1.374048,0.2748096
758,-0.140210952380951,0,0
762,-0.140210952380951,0,0
767,-0.140210952380951,0,0
771,-0.140210952380951,0,0.1472195
776,-0.140210952380951,0.7360975,-0.184024375
780,2.80417904761905,0,0
785,2.80417904761905,0,0
789,2.80417904761905,0,-0.294439
794,2.80417904761905,-1.472195,0.36804875
798,-3.08460095238095,0,0
803,-3.08460095238095,0,0
807,-3.08460095238095,0,0
812,-3.08460095238095,0,0
816,-3.08460095238095,0,0
821,-3.08460095238095,0,0
825,-3.08460095238095,0,0
830,-3.08460095238095,0,-0.098146
834,-3.08460095238095,-0.392584,0.0785168
839,-5.04752095238095,0,0
843,-5.04752095238095,0,0
848,-5.04752095238095,0,0
852,-5.04752095238095,0,0.1472195
857,-5.04752095238095,0.7360975,-0.184024375
861,-2.10313095238095,0,0
866,-2.10313095238095,0,0
870,-2.10313095238095,0,0.147219
875,-2.10313095238095,0.736095,-0.18402375
879,0.841249047619048,0,0
883,0.841249047619048,0,0
888,0.841249047619048,0,0
892,0.841249047619048,0,0.0490735000000001
897,0.841249047619048,0.2453675,-0.0613418750000001
901,1.82271904761905,0,0
906,1.82271904761905,0,0
910,1.82271904761905,0,-0.1962925
915,1.82271904761905,-0.9814625,0.245365625
919,-2.10313095238095,0,0
924,-2.10313095238095,0,0
928,-2.10313095238095,0,0
933,-2.10313095238095,0,0.2944385
937,-2.10313095238095,1.177754,-0.2355508
942,3.78563904761905,0,0
946,3.78563904761905,0,0
951,3.78563904761905,0,0
955,3.78563904761905,0,0
960,3.78563904761905,0,0
964,3.78563904761905,0,0
969,3.78563904761905,0,0
973,3.78563904761905,0,-0.098146
978,3.78563904761905,-0.49073,0.1226825
982,1.82271904761905,0,0
987,1.82271904761905,0,0
991,1.82271904761905,0,-0.294439
996,1.82271904761905,-1.472195,0.36804875
1000,-4.06606095238095,0,0
1005,-4.06606095238095,0,0
1009,-4.06606095238095,0,0
1014,-4.06606095238095,0,0.5520725
1018,-4.06606095238095,2.20829,-0.5520725
1022,4.76709904761905,0,0
1027,4.76709904761905,0,0
1031,4.76709904761905,0,-0.0490729999999999
1036,4.76709904761905,-0.245365,0.0613412499999999
1040,3.78563904761905,0,0
1045,3.78563904761905,0,0
1049,3.78563904761905,0,0
1054,3.78563904761905,0,-0.1472195
1058,3.78563904761905,-0.588878,0.1177756
1063,0.841249047619048,0,0
1067,0.841249047619048,0,0
1072,0.841249047619048,0,-0.2453655
1076,0.841249047619048,-0.981462,0.1962924
1081,-4.06606095238095,0,0
